,Applies To,Country,DataSource,Date Start,Date end intended,Description of measure implemented,Exceptions,ID,Implementing City,Implementing State/Province,Keyword,Keywords,Quantity,Source,Target city,Target country,Target region,Target state,_merge,confidence
847,,Mauritania,acaps,2020-03-22,,"The Mauritanian government closed all land and sea borders, and air space, with commercial merchandise and other goods still allowed to cross the borders.",,,,,,international travel ban - risk countries,,"US Embassy (Government, https://mr.usembassy.gov/covid-19-information/",,,,,,
848,,Mauritius,acaps,2020-03-18,,"Travellers from EU, Switzerland and UK in the last 14 days cannot enter.",,,,,,international travel ban - risk countries,,"Ministry of Foreign Affairs - France (Government, https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/maurice/",,,,,,
849,,Mauritius,acaps,2020-03-16,,Travellers from la Réunion in the last 14 days cannot enter the country.,,,,,,international travel ban - risk countries,,"Ministry of Foreign Affairs - France (Government, https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/maurice/",,,,,,
850,,Mexico,acaps,2020-03-23,,"Between March 23 and April 19, the Mexican government has declared a social-distancing campaign to take preventive measure, avoid non-essential travels and take care of the elderly and vulnerables. ",,,,,,risk communication,,"US Embassy (Government, https://mx.usembassy.gov/covid-19-information/",,,,,,
851,,Micronesia,acaps,2020-05-02,,,,,,,,state of emergency,,"Ministry of Foreign Affairs - Italy (Government, http://www.viaggiaresicuri.it/country/FSM",,,,,,
852,,Micronesia,acaps,2020-03-22,,"Governor's new order bans arrival of all travellers, with the exception of airline flight crew, humanitarian support aircraft or vessels, and all cargo vessels and tankers - with those exempted required to remain in the airport or seaport with no contact with local workers or authorities.",,,,,,international travel ban - risk countries,,"RNZ (Media, https://www.rnz.co.nz/international/pacific-news/412334/micronesia-s-pohnpei-ramps-up-ban-on-entry",,,,,,
853,,Mongolia,acaps,2020-11-03,,Flights and trains to 28.03,,,,,,"domestic travel limitation, domestic traveller quarantine, domestic travel ban",,"Ministry of Foreign Affairs - France (Government, https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/mongolie/",,,,,,
854,,Mongolia,acaps,2020-11-03,,No more visa issued from Mongolian embassies all over the world.,,,,,,international travel ban - risk countries,,"Ministry of Foreign Affairs - France (Government, https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/mongolie/",,,,,,
855,,Mongolia,acaps,2020-03-16,,To get in and out. Some charter flights are being organized.,,,,,,international travel ban - risk countries,,"Ministry of Foreign Affairs - UK (Government, https://www.gov.uk/foreign-travel-advice/mongolia",,,,,,
856,,Montenegro,acaps,2020-03-16,,Forbidding entry to all foreigners except those with permanent or temporary residence permit in Montenegro and foreigners driving freight vehicles,,,,,,international travel ban - risk countries,,"Ministry of Foreign Affairs - UK (Government, https://www.gov.uk/foreign-travel-advice/montenegro",,,,,,
857,,Montenegro,acaps,2020-03-18,,All non-essentials and public transportation. essential places - no more tahn 50 ppl with 2m distance. No more than 10+ ppl gatherings. no more than 2 persons in vehicles.,,,,,,limited nonessential business closure,,"International SOS (Other organisations, https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",,,,,,
858,,Montenegro,acaps,2020-03-25,,"he Investment and Development Fund (IRF) has decided on a new line of credit intended to support liquidity of businesses. The loan amount can be up to EUR 3 million, the grace period is up to 2 years, and the interest rate on EIB funds is 1.5 percent, while interest on funds from other sources will be 2 percent.",,,,,,economic stimulus,,"Ministry of Foreign Affairs (Government, http://www.gov.me/en/News/223276/Vukcevic-IRF-provides-loans-up-to-EUR-3-million-for-liquidity-of-economy.html",,,,,,
859,,Montenegro,acaps,2020-03-25,,Crisis medical staff formed ,,,,,,hospital specialisation - partial,,"Ministry of Foreign Affairs (Government, http://www.gov.me/en/News/223271/Crisis-medical-staff-formed-Full-unity-of-health-system-for-maximum-protection-of-citizens-teamwork-and-use-of-all-available-cap.html",,,,,,
860,,Morocco,acaps,2020-03-14,,"Closed air and sea borders to anyone travelling from a number of countries reporting cases of coronavirus, included Spain and Gibraltar",,,,,,international travel ban - risk countries,,,,,,,,
861,,Morocco,acaps,2020-03-15,,orocco’s King Mohammed VI ordered the creation of a 10 billion dirham ($1 billion) fund to upgrade health infrastructure,,,,,,hospital specialisation - partial,,,,,,,,
862,,Morocco,acaps,2020-03-15,,Morocco’s King Mohammed VI ordered the creation of a 10 billion dirham ($1 billion) fund to help vulnerable economic sectors,,,,,,economic stimulus,,"Reuters (Media, https://af.reuters.com/article/moroccoNews/idAFL8N2B81B6",,,,,,
863,,Mozambique,acaps,2020-03-23,,The Govt of Mozambique will suspend visa issuance and revoke previously granted visas from March 23,,,,,,international travel ban - risk countries,,"Club of Mozambique (Media, https://clubofmozambique.com/news/coronavirus-mozambique-closes-schools-suspends-visa-issuance-president-155819/",,,,,,
864,,Mozambique,acaps,2020-03-23,,"The Maputo executive has asked its external partners for US$700 million to help address the negative impacts of the pandemic, Minister of Economy and Finance, Adriano Maleiane revealed today (Monday).",,,,,,economic stimulus,,"Club of Mozambique (Media, https://clubofmozambique.com/news/covid-19-government-asks-for-us700-million-finmin-155955/",,,,,,
865,,Mozambique,acaps,2020-03-24,,"In coordination with the Provincial Health Directorate of Sofala, all crew members of ships docking at Beira Port are also being screened using infrared thermometers. CdM is in the process of acquiring more thermometers, so that all those entering and leaving the port area can also be screened.",,,,,,international traveller screening - risk countries,,"Club of Mozambique (Media, https://clubofmozambique.com/news/cornelder-of-mozambique-takes-prevention-measures-against-covid-19-156107/",,,,,,
866,,Mozambique,acaps,2020-03-25,,"Food producers in the province of Maputo have guaranteed that more than 500,000 tons of staple foods, especially vegetables, will come to market over the next three months.",,,,,,economic stimulus,,"Club of Mozambique (Media, https://clubofmozambique.com/news/covid-19-producers-in-maputo-province-guarantee-food-for-three-months-156184/",,,,,,
867,,Myanmar,acaps,2020-03-15,,travellers from China or South Korea not permitted to enter,,,,,,international travel ban - risk countries,,"UK Foreign Office (Government, https://www.gov.uk/foreign-travel-advice/myanmar",,,,,,
868,,Namibia,acaps,2020-03-14,,Suspension of all travel of government officials including state owned enterprises. ,,,,,,"domestic travel limitation, domestic traveller quarantine, domestic travel ban",,,,,,,,
880,,Namibia,acaps,2020-03-24,,"All foreign nationals will be banned from entering the country, effective immediately, to prevent further spread of coronavirus disease (COVID-19). The measure will remain in place for 30 days. Additionally, Namibian citizens and permanent residents will be prohibited from leaving the country, and those returning are subject to a mandatory 14-day self-quarantine. Residents seeking to enter Namibia will only be allowed entry ""if their mission is critical to national interest.""",,,,,,international travel ban - risk countries,,"Garda (Media, https://www.garda.com/crisis24/news-alerts/326116/namibia-authorities-ban-entry-of-all-foreign-nationals-due-to-covid-19-march-24-update-1",,,,,,
881,,Namibia,acaps,2020-03-24,,closure of all bars and pubs at 18:00 daily for the next 14 days,,,,,,limited nonessential business closure,,"Garda (Media, https://www.garda.com/crisis24/news-alerts/326116/namibia-authorities-ban-entry-of-all-foreign-nationals-due-to-covid-19-march-24-update-1",,,,,,
882,,Namibia,acaps,2020-03-25,,Suspension of parliament for 21 days.,,,,,,limited nonessential business closure,,"Garda (Media, https://www.garda.com/crisis24/news-alerts/326116/namibia-authorities-ban-entry-of-all-foreign-nationals-due-to-covid-19-march-24-update-1",,,,,,
883,,Namibia,acaps,2020-03-28,,,,,,Khomas,,blanket curfew - no symptoms,,"Garda (Media, https://www.garda.com/crisis24/news-alerts/326116/namibia-authorities-ban-entry-of-all-foreign-nationals-due-to-covid-19-march-24-update-1",,,,,,
884,,Namibia,acaps,2020-03-28,,,,,,Erango,,blanket curfew - no symptoms,,"Garda (Media, https://www.garda.com/crisis24/news-alerts/326116/namibia-authorities-ban-entry-of-all-foreign-nationals-due-to-covid-19-march-24-update-1",,,,,,
885,,Nauru,acaps,2020-02-03,,"All travellers who have transited through or have been in mainland China, Hong Kong (SAR China), Italy, South Korea or Macao (SAR China) in the past 21 days will not be allowed to enter Nauru.",,,,,,international travel ban - risk countries,,"International SOS (Other organisations, https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#ITA",,,,,,
886,,Nauru,acaps,2020-03-16,,State of Emergency declared from 16 March for 30 days to manage and minimise impact of Covid-19,,,,,,state of emergency,,"Government (Government, http://nauru-news.com/declaration-national-emergency-management-minimisation-impact-coronavirus-covid-19/",,,,,,
887,,Nauru,acaps,2020-03-16,,All persons travelling to Nauru are required to undergo pre-travel screening which may also include temperature checks,,,,,,international traveller screening - risk countries,,"Nauru News (Media, http://nauru-news.com/nauru-travel-restrictions-effective-16th-march-2020-notice/",,,,,,
888,,Nauru,acaps,2020-03-16,,"No one will be permitted to enter Nauru who has in the last 21 days; a direct case of Covid-19, contact with a direct case, has travelled or transited through Mainland China, Hong Kong, Macao, Korea, Iran, Europe, USA, Asia (except Taiwan)",,,,,,international travel ban - risk countries,,"Nauru News (Media, http://nauru-news.com/nauru-travel-restrictions-effective-16th-march-2020-notice/",,,,,,
889,,Nepal,acaps,2020-03-14,,Foreign tourists without negative covid-19 test from past 7 days,,,,,,international travel ban - risk countries,,"Ministry of Home Affairs (Government, http://www.nepalimmigration.gov.np/post/updated-urgent-notice-regarding-travel-restriction-related-to-covid-19-dated-13t",,,,,,
890,,Nepal,acaps,2020-03-14,,Closure of all land boarders to foreigners,,,,,,international travel ban - risk countries,,"Ministry of Home Affairs (Government, http://www.nepalimmigration.gov.np/post/updated-urgent-notice-regarding-travel-restriction-related-to-covid-19-dated-13t",,,,,,
891,,Nepal,acaps,2020-03-14,,Visitors will still be allowed to enter Nepal but they will require a visa from a Nepali mission abroad and also a Coronavirus-free health certificate. The visa rule be effective 14 March to 30 April for now.,,,,,,international travel ban - risk countries,,"Nepali Times (Media, https://www.nepalitimes.com/here-now/nepals-economy-already-weak-takes-direct-hit/",,,,,,
892,,Nepal,acaps,2020-03-14,,Nepali government has also cancelled all climbing expedition permits including Mt Everest for the spring season.,,,,,,international travel ban - risk countries,,"Nepali Times (Media, https://www.nepalitimes.com/here-now/nepals-economy-already-weak-takes-direct-hit/",,,,,,
893,,Nepal,acaps,2020-03-14,,The High-Level Coordination Committee also decided on Thursday to stop issuing labour permits for Nepali migrants seeking to go abroad for work. ,,,,,,international travel ban - risk countries,,"Nepali Times (Media, https://www.nepalitimes.com/here-now/nepals-economy-already-weak-takes-direct-hit/",,,,,,
894,,Nepal,acaps,2020-03-15,,Nepal suspends trekking permits for foreigners to designated restricted areas of Nepal from March 15-April 30,,,,,,international travel ban - risk countries,,"Nepal Immigration Dept (Government, http://www.nepalimmigration.gov.np/post/urgent-notice-regarding-suspension-of-trekking-permit",,,,,,
898,,Nepal,acaps,2020-03-18,,"Nepal announced the stoppage of all passengers arriving by air from Europe and West Asia, including transit passengers",,,,,,international travel ban - risk countries,,"Nepali Times (Media, https://www.nepalitimes.com/latest/all-nepal-flights-cancelled-22-31-march/",,,,,,
899,,Nepal,acaps,2020-03-18,,"Nepal Army set up a quarantine zone at their headquarters in Tripureswor, Kathmandu. The camp, which has 54 tents that were gifted by the Chinese government, can accommodate 108 patients with 2 in each tent.",,,,,,hospital specialisation - partial,,"Nepali Times (Media, https://www.nepalitimes.com/latest/nepal-armys-quarantine-zone/",,,,,,
900,,Nepal,acaps,2020-03-18,,"All passengers taking flights or transiting through Europe, West Asia, all the Gulf countries, Turkey, Malaysia, South Korea and Japan are subject to arrival restrictions in Nepal",,,,,,international travel ban - risk countries,,"Nepal Immigration Dept (Government, http://www.nepalimmigration.gov.np",,,,,,
901,,Nepal,acaps,2020-07-03,,Nepal government declared a temporary suspension of visas on arrival from March 7,,,,,,international travel ban - risk countries,,"Nepali Times (Media, https://www.nepalitimes.com/latest/all-nepal-flights-cancelled-22-31-march/",,,,,,
902,,Nepal,acaps,2020-09-03,,Nepal government has arranged 100 isolation beds in several hospitals in Kathmandu and instructed provincial hospitals to make arrangements for isolation wards.,,,,,,hospital specialisation - partial,,"The Diplomat (Media, https://thediplomat.com/2020/03/nepal-takes-steps-to-prepare-for-covid-19/",,,,,,
903,,Nepal,acaps,2020-03-13,,all Foreigners with a prior valid visa for Nepal have to submit a swab test PCR health certificate issued a maximum of 7 days before their arrival date to Nepal and must be submitted to the immigration office at TIA airport,,,,,,international traveller screening - risk countries,,"Nepal Immigration Dept (Government, http://www.nepalimmigration.gov.np",,,,,,
904,,Nepal,acaps,2020-05-03,,Avoid public gatherings including observing major festivals,,,,Kathmandu,,risk communication,,"District Administration Office Kathmandu (Government, http://daokathmandu.moha.gov.np",,,,,,
905,,Netherlands,acaps,2020-03-15,,"All bars, cafes, restaurants, sports clubs, gyms, saunas, sex clubs and coffee shops to close until 6th April. Takeaway/meal deliveries remain permitted. Coffee shops allowed to do collective orders.",,,,,,limited nonessential business closure,,"Government of NL (Government, https://www.government.nl/latest/news/2020/03/15/additional-measures-in-schools-the-hospitality-sector-and-sport",,,,,,
906,,Netherlands,acaps,2020-03-15,,Everyone in the Netherlands is requested to keep at least 1.5 metres’ distance from each other,,,,,,risk communication,,"Governmnet of NL (Government, https://www.government.nl/latest/news/2020/03/15/additional-measures-in-schools-the-hospitality-sector-and-sport",,,,,,
907,,Netherlands,acaps,2020-03-16,,"The SME credit guarantee (BMKB) scheme will be extended to the 1 April 2021, to help SMEs that are affected by the coronavirus secure bank guarantees and bridge financing. ",,,,,,economic stimulus,,"Netherlands Chamber of Commerce (Government, https://business.gov.nl/the-coronavirus-and-your-company/",,,,,,
908,,Netherlands,acaps,2020-03-23,,"Businesses in contact-based industries, such as hair salons and beauty parlours, must be closed until 6 April. ",,,,,,limited nonessential business closure,,"Government (Government, https://www.government.nl/latest/news/2020/03/23/stricter-measures-to-control-coronavirus",,,,,,
909,,Netherlands,acaps,2020-03-24,,"Casinos are now subject to the same restrictions as establishments serving food and drink, and will be closed from 24 March 2020.",,,,,,limited nonessential business closure,,"Government (Government, https://www.government.nl/latest/news/2020/03/23/stricter-measures-to-control-coronavirus",,,,,,
910,,New Zealand,acaps,2020-03-13,,Non-residents of New Zealand who have been to China or Iran in the last 14 days will not be allowed to enter the country ,,,,,,international travel ban - risk countries,,"IATA (Other organisations, https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm",,,,,,
911,,New Zealand,acaps,2020-03-20,,NZ Govt and AirNZ have agreed a debt funding agreement through commercial 24-month loan facilities of up to $900 million to allow airline to keep operating and essential routes open,,,,,,economic stimulus,,"NZ Government (Government, https://www.beehive.govt.nz/release/govt-steps-protect-air-new-zealand",,,,,,
912,,New Zealand,acaps,2020-03-17,,"NZ$12.1 billion package announced to support New Zealanders from the impact of COVID-19 comprising a wage subsidy scheme, leave and self-isolation support & business cash flow and tax measures. ",,,,,,economic stimulus,,"NZ Treasury (Government, https://treasury.govt.nz/news-and-events/news/covid-19-economic-package-announced?utm_source=business.govt.nz&utm_medium=newsletter&utm_campaign=special_cv_edition",,,,,,
913,,New Zealand,acaps,2020-03-19,,New Zealanders are advised not to travel overseas at this time. The New Zealand Government has raised its travel advice to “do not travel” – the highest level – regardless of destination.,,,,,,risk communication,,"NZ Government (Government, https://covid19.govt.nz/help-and-advice/for-travellers/international-travel/",,,,,,
914,,New Zealand,acaps,2020-03-19,,New Zealand's borders are being closed to almost all travellers from 23:59 on Thursday 19 March 2020.,,,,,,international travel ban - risk countries,,"NZ Government (Government, https://covid19.govt.nz/help-and-advice/for-travellers/international-travel/",,,,,,
915,,New Zealand,acaps,2020-03-14,,Cruise ships cannot enter to New Zealand’s territorial waters effective from 23:59 Saturday 14 March 2020. This will remain in place until at least 30 June 2020.,,,,,,international travel ban - risk countries,,"Immigration NZ (Government, https://www.immigration.govt.nz/about-us/covid-19/coronavirus-update-inz-response",,,,,,
916,,New Zealand,acaps,2020-03-18,,"NZ's 2020 flu vaccine campaign will be the biggest ever with 400,000 more vaccines available, compared with last year.",,,,,,hospital specialisation - partial,,"NZ Ministry of Health (Government, https://www.beehive.govt.nz/release/govt-begins-largest-ever-flu-vaccine-campaign-early",,,,,,
917,,New Zealand,acaps,2020-03-21,,"People over 70 years of age, people who have compromised immunity, are at risk or people who have underlying respiratory conditions should stay at home as much as they can.",,,,,,risk communication,,"NZ Government (Government, https://covid19.govt.nz/government-actions/covid-19-alert-system/",,,,,,
918,,New Zealand,acaps,2020-03-21,,People must also limit their movement within New Zealand and cut any non-essential domestic travel,,,,,,"domestic travel limitation, domestic traveller quarantine, domestic travel ban",,"RNZ (Media, https://www.rnz.co.nz/news/national/412280/coronavirus-prime-minister-jacinda-ardern-gives-address-to-nation-on-the-covid-19-response",,,,,,
919,,New Zealand,acaps,2020-03-21,,Practice social distancing - especially on public transport if possible ,,,,,,risk communication,,"NZ Government (Government, https://covid19.govt.nz/government-actions/covid-19-alert-system/",,,,,,
920,,New Zealand,acaps,2020-03-21,,Business continuity plans should be activated,,,,,,economic stimulus,,"NZ Government (Government, https://covid19.govt.nz/government-actions/covid-19-alert-system/",,,,,,
921,,New Zealand,acaps,2020-03-21,,New Zealand rolls out drive-through hubs for testing Covid-19,,,,,,hospital specialisation - partial,,"NZ Herald (Media, https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12318742",,,,,,
922,,New Zealand,acaps,2020-03-22,,"The Department of Conservation is closing its visitor centres to the public from today, and from tomorrow will cancel all walking hut and campsite bookings for the rest of the season (up to 30 June 2020). Rangers will visit tracks and facilities, alerting people about the changes and checking people are complying.",,,,,,"domestic travel limitation, domestic traveller quarantine, domestic travel ban",,"RNZ (Media, https://www.rnz.co.nz/news/national/412354/coronavirus-wrap-the-day-s-key-developments-in-nz-and-globally",,,,,,
923,,New Zealand,acaps,2020-03-22,,"NZ$16 million reallocated to Māori communities, businesses as a financial boost",,,,,,economic stimulus,,"RNZ (Media, https://www.rnz.co.nz/news/national/412354/coronavirus-wrap-the-day-s-key-developments-in-nz-and-globally",,,,,,
924,,New Zealand,acaps,2020-03-23,,New Zealanders who are outside of essential services must stay at home and stop all interactions with others outside of those in your households.,,,,,,blanket curfew - no symptoms,,"NZ Govt (Government, https://covid19.govt.nz/government-actions/covid-19-alert-level/",,,,,,
925,,New Zealand,acaps,2020-03-23,,"Public transport will only be available for those working in essential services, for medical reasons, and to get to the supermarket.",,,,,,"domestic travel limitation, domestic traveller quarantine, domestic travel ban",,"NZ Govt (Government, https://covid19.govt.nz/government-actions/covid-19-alert-level/",,,,,,
926,,New Zealand,acaps,2020-03-23,,Support package for Covid-19 rises to NZ$9.3b,,,,,,economic stimulus,,"NZ Govt (Government, https://covid19.govt.nz/government-actions/covid-19-alert-level/",,,,,,
927,,New Zealand,acaps,2020-03-25,,"Non-essential businesses must now close. All bars, restaurants, cafes, gyms, cinemas, pools, museums, libraries, playgrounds and any other place where the public congregate must close their face to face function.",,,,,,limited nonessential business closure,,"NZ Govt (Government, https://covid19.govt.nz/government-actions/covid-19-alert-level/",,,,,,
928,,New Zealand,acaps,2020-03-25,,"From 23:59 Wed 25 March, 2020, we will be moving to air travel only applying to the transport of people undertaking essential services and the transport of freight.",,,,,,"domestic travel limitation, domestic traveller quarantine, domestic travel ban",,"NZ Govt (Government, https://covid19.govt.nz/government-actions/covid-19-alert-level/",,,,,,
929,,New Zealand,acaps,2020-03-25,,"At 11.59pm on Wednesday, New Zealand will go into full lockdown for 4 weeks as we move into Covid-19 alert level 4. Civil Defence Emergency Management (CDEM) director Sarah Stuart-Black said under alert level four, powers under the Civil Defence Act would be enacted, and the country would be in a state of emergency. Stuart-Black said powers under a national state of emergency would ""enable us to be able to close or restrict access to roads or public places, remove or secure dangerous structures or materials, provide rescue, first aid, food, shelter, conserve essential supplies, regulate traffic, dispose of fatalities in terms of people that have passed away or animals, enter into premises to rescue people or save lives, evacuate premises or places, remove vehicles and vessels, requisition equipment and materials and assistance"".",,,,,,state of emergency,,"RNZ (Media, https://www.rnz.co.nz/news/national/412428/covid-19-moves-that-will-literally-save-lives-among-developments-for-23-march",,,,,,
930,,Nicaragua,acaps,2020-11-03,,Health screening in airports,,,,,,international traveller screening - risk countries,,"Ministry of Foreign Affairs - France (Government, https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/nicaragua/",,,,,,
931,,Niger,acaps,2020-03-13,,At themain airports.,,,,,,international traveller screening - risk countries,,"Ministry of Foreign Affairs - UK (Government, https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/niger/",,,,,,
932,,Niger,acaps,2020-03-13,,At themain airports.,,,,,,international traveller screening - risk countries,,"Ministry of Foreign Affairs - UK (Government, https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/niger/",,,,,,
933,,Niger,acaps,2020-03-15,,Government recommendations on self-isolation and individual and collective hygiene,,,,,,risk communication,,"Ministry of Foreign Affairs - UK (Government, https://www.gov.uk/foreign-travel-advice/niger/health",,,,,,
934,,Niger,acaps,2020-03-15,,Government recommendations on self-isolation and individual and collective hygiene,,,,,,risk communication,,"Ministry of Foreign Affairs - UK (Government, https://www.gov.uk/foreign-travel-advice/niger/health",,,,,,
935,,Niger,acaps,2020-03-19,,Land borders are closed for 2 weeks (renewable). Does not apply to trade.,,,,,,international travel ban - risk countries,,"Government — Niger (Government, https://www.presidence.ne/discours-du-prsident/2020/3/17/0jrc2yz8euk8nzcdx60uad9ruaa6hn",,,,,,
936,,Niger,acaps,2020-03-19,,Land borders are closed for 2 weeks (renewable). Does not apply to trade.,,,,,,international travel ban - risk countries,,"Government — Niger (Government, https://www.presidence.ne/discours-du-prsident/2020/3/17/0jrc2yz8euk8nzcdx60uad9ruaa6hn",,,,,,
937,,Nigeria,acaps,2020-03-13,,All passengers travelling to Nigeria,,,,,,international traveller screening - risk countries,,"Ministry of Foreign Affarsi Italy (Government, http://www.viaggiaresicuri.it/country/NGA",,,,,,
938,,Nigeria,acaps,2020-03-18,,"NIgeria bans travellers from 13 affected countries including the US, UK and China.",,,,,,international travel ban - risk countries,,"Africa News (Media, https://www.africanews.com/2020/03/20/nigeria-confirms-third-coronavirus-case-index-patient-fully-recovers/?fbclid=IwAR1X9TYpHjh2qUFUxaUwtb3gEFipZGExTXoHyj2qicwLa0IG2Y4JFUo59QQ",,,,,,
939,,Nigeria,acaps,2020-03-18,,Nigeria has banned entry for travellers from 13 known high-risk countries for the next 4 weeks.,,,,,,international travel ban - risk countries,,"AA (Media, https://www.aa.com.tr/en/africa/covid-19-nigeria-bans-travelers-from-13-countries/1771019",,,,,,
940,,Nigeria,acaps,2020-03-18,,Government has advised citizens not to travel to 13 affected countries.,,,,,,risk communication,,"AA (Media, https://www.aa.com.tr/en/africa/covid-19-nigeria-bans-travelers-from-13-countries/1771019",,,,,,
947,,Macedonia,acaps,2020-03-18,,"additionally: A crisis situation was declared for the municipalities of Debar and Centar Zupa: all indoor and outdoor public gatherings banned, as well as public and private gatherings. ",,,,,,state of emergency,,"International SOS (Other organisations, https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",,,,,,
948,,Macedonia,acaps,2020-03-18,,closed air and land borders and shut down SKP airport *except return of citizens ,,,,,,international travel ban - risk countries,,"International SOS (Other organisations, https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",,,,,,
949,,Macedonia,acaps,2020-03-18,,Every citizen who leaves the country will sign a document stating that he will not be allowed to return to the country in the next three months.,,,,,,international travel ban - risk countries,,"International SOS (Other organisations, https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",,,,,,
950,,Macedonia,acaps,2020-03-24,,people under 18 will be able to go outside only between 12.00 and 21.00 and people over 67 between 05.00 and 11.00.,,,,,,blanket curfew - no symptoms,,"international SOS (Other organisations, https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",,,,,,
951,,Macedonia,acaps,2020-03-22,,"nationwide: between 21.00 and 05.00, effective from 22 March. ",,,,,,blanket curfew - no symptoms,,"International SOS (Government, https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",,,,,,
952,,Macedonia,acaps,2020-03-22,,Public transport will be suspended during the curfew.,,,,,,"domestic travel limitation, domestic traveller quarantine, domestic travel ban",,"International SOS (Government, https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS",,,,,,
953,,Norway,acaps,2020-03-15,,non-residents and non-citizens are not allowed to enter,,,,,,international travel ban - risk countries,,"Government (Government, https://www.regjeringen.no/en/aktuelt/stricter-border-controls-being-introduced/id2693624/",,,,,,
954,,Norway,acaps,2020-03-14,, emphasized.,,,,,,risk communication,,"Government (Government, https://www.regjeringen.no/en/aktuelt/ministry-of-foreign-affairs-advises-against-non-essential-travel-to-all-countries/id2693564/",,,,,,
955,,Norway,acaps,2020-03-14,,All workers in essential public services are offered day care for their children,,,,,,hospital specialisation - partial,,"Government (Government, https://www.regjeringen.no/en/aktuelt/The-following-people-in-vital-roles-for-ensuring-security-of-food-and-fuel-supply-are-to-be-offered-day-care-and-primary-schooling-for-their-children/id2693623/",,,,,,
956,,Norway,acaps,2020-03-16,,100 billion NOK to businesses including loans and additional funds,,,,,,economic stimulus,,"Government (Government, https://www.regjeringen.no/en/aktuelt/nok-100-billion-worth-of-guarantees-and-loans-in-crisis-support-for-businesses/id2693668/",,,,,,
957,,Norway,acaps,2020-03-20,,Special payments and increased support for people becoming unemployed due to the crisis,,,,,,economic stimulus,,"Government (Government, https://www.regjeringen.no/en/aktuelt/changes-to-the-rules-for-temporary-layoffs-and-unemployment-benefits/id2694346/",,,,,,
958,,Norway,acaps,2020-03-22,,Renewal of residence permit for foreign workers ,,,,,,economic stimulus,,"Government (Government, https://www.regjeringen.no/en/aktuelt/forlengelse-av-oppholdstillatelse-for-utenlandske-arbeidere/id2694468/",,,,,,
959,,Norway,acaps,2020-03-19,,"People are banned from relocating to their cabins, due to risks of spreading and overloading rural health capacities; fines of 15.000 NOK for non-compliance",,,,,,hospital specialisation - partial,,"Government (Government, https://www.reuters.com/article/us-health-coronavirus-norway-cabins/government-bans-norwegians-from-traveling-to-cabins-amid-coronavirus-idUSKBN21631B",,,,,,
960,,Oman,acaps,2020-03-15,,"Tourists, for 30 days",,,,,,international travel ban - risk countries,,"US Embassy (Government, https://om.usembassy.gov/covid-19-information/",,,,,,
961,,Oman,acaps,2020-03-15,,Stopping entry of cruise ships to the Sultanate’s ports. For 30 days,,,,,,international travel ban - risk countries,,"US Embassy (Government, https://om.usembassy.gov/covid-19-information/",,,,,,
962,,Oman,acaps,2020-04-03,,visitors from countries with a high prevalence of COVID-19 will not be allowed to enter the Sultanate.,,,,,,international travel ban - risk countries,,"US Embassy (Government, https://om.usembassy.gov/covid-19-information/",,,,,,
963,,Oman,acaps,2020-03-18,,For everyone with the exception of nationals or residents.,,,,,,international travel ban - risk countries,,"Ministry of Foreign Affairs - Italy (Government, http://www.viaggiaresicuri.it",,,,,,
964,,Oman,acaps,2020-03-20,,Suspended issuing new visas until further notice *except for renewal of valid resident visas.,,,,,,international travel ban - risk countries,,"US Embassy of Oman (Government, https://om.usembassy.gov/covid-19-information/",,,,,,
965,,Oman,acaps,2020-03-20,,"Suspend all public transportation until further notice. *except buses and ferries to Musandam and Masirah and orange taxis, (of 1-4persons including the driver).",,,,,,"domestic travel limitation, domestic traveller quarantine, domestic travel ban",,"US Embassy of Oman (Government, https://om.usembassy.gov/covid-19-information/",,,,,,
966,,Oman,acaps,2020-03-20,,"Closure of all non essentials - including hotels, parks, worship etc",,,,,,limited nonessential business closure,,"US Embassy of Oman (Government, https://om.usembassy.gov/covid-19-information/",,,,,,
